Item_Identifier,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Weight_interploate,Item_Visibility_interpolate,Outlet_age
1.0,2.0,13.0,185.3608,8.0,1997,2.0,0.0,1.0,2021.3688,9.5,0.010917052,27
1.0,0.0,13.0,172.0422,6.0,2004,2.0,1.0,1.0,5345.7082,12.85,0.033172957,20
1.0,2.0,0.0,171.1422,6.0,2004,2.0,1.0,1.0,2931.5174,11.65,0.058719726,20
1.0,0.0,0.0,111.8544,3.0,2009,1.0,2.0,2.0,1454.1072,15.6,0.100122037,15
1.0,0.0,3.0,168.4132,1.0,1987,0.0,2.0,1.0,2874.9244,18.85,0.141524348,37
1.0,2.0,5.0,244.4486,9.0,1999,1.0,0.0,1.0,6353.0636,6.865,0.035895934,25
1.0,0.0,13.0,227.3694,9.0,1999,1.0,0.0,1.0,4567.388,11.65,0.039980644,25
2.0,1.0,8.0,123.473,4.0,1985,2.0,0.0,0.0,369.519,16.075,0.04467273833333334,39
1.0,0.0,6.0,90.883,0.0,1998,2.0,2.0,0.0,89.883,20.5,0.049364832666666664,26
1.0,0.0,13.0,116.8466,8.0,1997,2.0,0.0,1.0,2356.932,20.35,0.054056927,27
1.0,2.0,4.0,121.873,9.0,1999,1.0,0.0,1.0,2463.46,10.895,0.009636821,25
1.0,0.0,5.0,147.2076,9.0,1999,1.0,0.0,1.0,1921.4988,7.3,0.086266286,25
2.0,1.0,9.0,116.5124,1.0,1987,0.0,2.0,1.0,1066.6116,11.1,0.033081389,37
1.0,2.0,15.0,60.2904,7.0,2002,2.0,1.0,1.0,644.4944,7.06,0.043989429,22
1.0,0.0,0.0,99.4016,6.0,2004,2.0,1.0,1.0,2428.8384,9.8,0.047178116,20
1.0,0.0,13.0,251.9724,7.0,2002,2.0,1.0,1.0,2516.724,9.5,0.074496043,22
1.0,2.0,13.0,97.341,1.0,1987,0.0,2.0,1.0,965.41,17.6,0.039189221,37
0.0,0.0,14.0,198.3084,2.0,2007,2.0,1.0,1.0,4563.3932,11.8,0.115819014,17
1.0,2.0,0.0,226.9404,2.0,2007,2.0,1.0,1.0,2700.4848,9.695,0.129008866,17
1.0,2.0,13.0,143.9128,3.0,2009,1.0,2.0,2.0,1581.9408,16.5,0.160371305,15
1.0,2.0,6.0,226.7694,5.0,1985,1.0,2.0,3.0,6165.9738,12.75,0.085392428,39
0.0,0.0,14.0,34.919,8.0,1997,2.0,0.0,1.0,476.047,9.0,0.038925251,27
1.0,2.0,6.0,124.5072,8.0,1997,2.0,0.0,1.0,2450.144,12.6,0.041557653,27
0.0,0.0,7.0,115.9834,4.0,1985,2.0,0.0,0.0,345.5502,13.475,0.060237465,39
1.0,2.0,5.0,233.5984,7.0,2002,2.0,1.0,1.0,1853.5872,14.35,0.091098018,22
1.0,0.0,13.0,193.6136,7.0,2002,2.0,1.0,1.0,4471.5128,13.6,0.117874024,22
0.0,0.0,14.0,143.3154,8.0,1997,2.0,0.0,1.0,1985.4156,13.85,0.030795085,27
1.0,2.0,4.0,181.9318,2.0,2007,2.0,1.0,1.0,5954.2494,16.1,0.063689583,17
1.0,2.0,4.0,110.157,3.0,2009,1.0,2.0,2.0,1867.569,18.25,0.184041545,15
1.0,2.0,6.0,190.6872,2.0,2007,2.0,1.0,1.0,2269.0464,12.15,0.13283066,17
0.0,0.0,14.0,216.4508,2.0,2007,2.0,1.0,1.0,5426.27,15.35,0.020441939,17
1.0,0.0,10.0,64.4826,5.0,1985,1.0,2.0,3.0,2518.7214,15.35,0.037712875,39
1.0,0.0,5.0,65.2168,7.0,2002,2.0,1.0,1.0,958.752,15.35,0.013840784,22
1.0,0.0,15.0,162.9526,1.0,1987,0.0,2.0,1.0,1151.1682,18.25,0.060198496,37
2.0,1.0,8.0,117.2492,6.0,2004,2.0,1.0,1.0,2432.8332,11.8,0.008559557,20
1.0,0.0,4.0,147.905,9.0,1999,1.0,0.0,1.0,1647.855,9.27,0.061883353,25
1.0,0.0,10.0,242.8512,5.0,1985,1.0,2.0,3.0,5816.4288,11.035,0.052085615,39
1.0,2.0,10.0,224.8404,0.0,1998,2.0,2.0,0.0,1575.2828,12.8,0.039385992,26
0.0,0.0,7.0,45.206,9.0,1999,1.0,0.0,1.0,792.302,15.0,0.064241345,25
2.0,1.0,9.0,42.8112,1.0,1987,0.0,2.0,1.0,639.168,12.5,0.006759519,37
2.0,1.0,9.0,176.2712,1.0,1987,0.0,2.0,1.0,2988.1104,17.35,0.167243769,37
1.0,0.0,0.0,84.725,3.0,2009,1.0,2.0,2.0,1747.725,7.975,0.01469075,15
1.0,2.0,13.0,142.0154,3.0,2009,1.0,2.0,2.0,2410.8618,10.5,0.013551445,15
1.0,0.0,6.0,82.3908,5.0,1985,1.0,2.0,3.0,3691.1952,12.425,0.105085956,39
2.0,1.0,8.0,112.5228,8.0,1997,2.0,0.0,1.0,1989.4104,14.35,0.017038777,27
1.0,2.0,6.0,110.657,2.0,2007,2.0,1.0,1.0,2087.283,12.35,0.038718195,17
1.0,2.0,6.0,119.1808,0.0,1998,2.0,2.0,0.0,351.5424,10.195,0.075291577,26
1.0,2.0,5.0,148.7418,7.0,2002,2.0,1.0,1.0,2501.4106,18.5,0.07755631366666667,22
1.0,0.0,13.0,119.5124,3.0,2009,1.0,2.0,2.0,829.5868,11.5,0.07982105033333332,15
1.0,2.0,6.0,92.2488,3.0,2009,1.0,2.0,2.0,1358.232,12.5,0.082085787,15
0.0,0.0,14.0,198.5768,5.0,1985,1.0,2.0,3.0,6897.688,11.5975,0.095931002,39
1.0,2.0,13.0,72.9038,7.0,2002,2.0,1.0,1.0,1034.6532,10.695,0.011448629,22
2.0,1.0,9.0,195.011,6.0,2004,2.0,1.0,1.0,1964.11,14.15,0.00879232,20
1.0,0.0,13.0,114.9176,7.0,2002,2.0,1.0,1.0,1946.7992,17.6,0.049167388,22
2.0,1.0,8.0,39.8506,5.0,1985,1.0,2.0,3.0,1480.0734,11.9075,0.079046992,39
1.0,2.0,0.0,227.4062,1.0,1987,0.0,2.0,1.0,5191.2426,6.215,0.049580407,37
1.0,0.0,6.0,96.0094,8.0,1997,2.0,0.0,1.0,1808.9786,18.1,0.022399592,27
1.0,0.0,12.0,111.586,7.0,2002,2.0,1.0,1.0,3395.58,11.65,0.033926852,22
1.0,2.0,12.0,185.0582,7.0,2002,2.0,1.0,1.0,5201.2296,7.42,0.021617397,22
2.0,1.0,11.0,36.819,9.0,1999,1.0,0.0,1.0,768.999,20.0,0.0814536,25
1.0,0.0,0.0,112.4544,9.0,1999,1.0,0.0,1.0,2348.9424,17.75,0.07607772,25
1.0,2.0,5.0,54.564,8.0,1997,2.0,0.0,1.0,1597.92,14.0,0.135775701,27
1.0,2.0,6.0,193.0504,9.0,1999,1.0,0.0,1.0,2492.7552,15.35,0.10633361350000001,25
0.0,0.0,4.0,61.5536,7.0,2002,2.0,1.0,1.0,796.2968,6.13,0.076891526,22
1.0,2.0,0.0,226.5404,7.0,2002,2.0,1.0,1.0,4500.808,9.695,0.128543405,22
1.0,2.0,4.0,191.5162,8.0,1997,2.0,0.0,1.0,3078.6592,20.25,0.014793357,27
1.0,2.0,5.0,259.7962,5.0,1985,1.0,2.0,3.0,5697.9164,18.05,0.066406853,39
1.0,2.0,13.0,40.848,1.0,1987,0.0,2.0,1.0,679.116,15.85,0.007140468,37
1.0,2.0,13.0,62.8194,1.0,1987,0.0,2.0,1.0,928.791,19.85,0.020858779,37
0.0,0.0,7.0,172.5396,2.0,2007,2.0,1.0,1.0,3663.2316,4.61,0.123346085,17
1.0,0.0,13.0,93.912,6.0,2004,2.0,1.0,1.0,1304.968,7.365,0.159937597,20
0.0,0.0,14.0,242.8486,5.0,1985,1.0,2.0,3.0,3420.8804,13.107500000000002,0.067128641,39
1.0,0.0,3.0,255.933,7.0,2002,2.0,1.0,1.0,3844.995,18.85,0.042736348,22
1.0,2.0,10.0,148.4708,5.0,1985,1.0,2.0,3.0,3761.77,15.075000000000001,0.172629683,39
1.0,0.0,10.0,196.7426,6.0,2004,2.0,1.0,1.0,2768.3964,11.3,0.007278512,20
1.0,0.0,4.0,205.7296,2.0,2007,2.0,1.0,1.0,4570.0512,7.405,0.019038291,17
1.0,2.0,13.0,252.9724,2.0,2007,2.0,1.0,1.0,3020.0688,15.7,0.03079807,17
1.0,0.0,6.0,118.244,8.0,1997,2.0,0.0,1.0,958.752,7.72,0.12152072,27
1.0,0.0,3.0,149.7734,2.0,2007,2.0,1.0,1.0,2375.5744,6.65,0.053591345,17
2.0,1.0,8.0,84.4224,1.0,1987,0.0,2.0,1.0,852.224,10.6,0.035163639,37
2.0,1.0,9.0,48.6034,4.0,1985,2.0,0.0,0.0,145.8102,13.225,0.061470858,39
1.0,0.0,15.0,37.5164,6.0,2004,2.0,1.0,1.0,270.3148,15.85,0.043226398,20
1.0,0.0,15.0,36.6532,2.0,2007,2.0,1.0,1.0,251.6724,12.15,0.062640143,17
1.0,2.0,4.0,89.4856,2.0,2007,2.0,1.0,1.0,1142.5128,11.35,0.06358394,17
2.0,1.0,8.0,60.8536,1.0,1987,0.0,2.0,1.0,1347.5792,20.1,0.077389797,37
1.0,2.0,10.0,204.998,2.0,2007,2.0,1.0,1.0,5366.348,15.7,0.00878535,17
1.0,2.0,10.0,238.0248,4.0,1985,2.0,0.0,0.0,711.0744,16.2,0.136592891,39
1.0,2.0,15.0,64.2168,2.0,2007,2.0,1.0,1.0,1661.8368,16.7,0.054937907,17
0.0,2.0,14.0,191.153,2.0,2007,2.0,1.0,1.0,3415.554,6.115,0.007084185,17
2.0,1.0,9.0,73.9354,2.0,2007,2.0,1.0,1.0,1655.1788,20.7,0.027052013,17
1.0,2.0,13.0,118.6098,6.0,2004,2.0,1.0,1.0,843.5686,9.8,0.072863893,20
1.0,0.0,13.0,148.076,4.0,1985,2.0,0.0,0.0,146.476,15.075000000000001,0.244102315,39
1.0,0.0,13.0,121.9072,6.0,2004,2.0,1.0,1.0,1347.5792,20.35,0.141789197,20
1.0,0.0,1.0,218.2166,5.0,1985,1.0,2.0,3.0,3701.1822,13.600000000000001,0.035414528,39
1.0,0.0,5.0,260.0594,1.0,1987,0.0,2.0,1.0,6018.1662,6.85,0.022864238,37
1.0,0.0,13.0,116.5466,1.0,1987,0.0,2.0,1.0,1885.5456,20.35,0.054011943,37
1.0,2.0,13.0,158.9578,6.0,2004,2.0,1.0,1.0,2246.4092,9.195,0.117462619,20
2.0,1.0,8.0,158.8604,9.0,1999,1.0,0.0,1.0,4436.8912,9.695,0.11411658,25
1.0,0.0,5.0,206.7954,4.0,1985,2.0,0.0,0.0,833.5816,10.6725,0.046124444,39
1.0,2.0,13.0,85.1908,8.0,1997,2.0,0.0,1.0,2181.1608,11.65,0.075849167,27
1.0,2.0,0.0,188.324,1.0,1987,0.0,2.0,1.0,1491.392,6.035,0.065729039,37
2.0,1.0,9.0,221.8456,0.0,1998,2.0,2.0,0.0,884.1824,18.2,0.097865088,26
2.0,1.0,9.0,110.4912,4.0,1985,2.0,0.0,0.0,436.7648,12.915,0.058827583,39
0.0,0.0,14.0,93.3436,3.0,2009,1.0,2.0,2.0,1323.6104,7.63,0.061313057,15
1.0,2.0,13.0,33.2874,7.0,2002,2.0,1.0,1.0,141.1496,6.385,0.123961415,22
1.0,2.0,13.0,187.3872,3.0,2009,1.0,2.0,2.0,2647.2208,9.6,0.014270394,15
1.0,0.0,5.0,75.0696,0.0,1998,2.0,2.0,0.0,149.1392,20.5,0.060847634,26
1.0,0.0,6.0,253.0356,5.0,1985,1.0,2.0,3.0,11445.102,19.425,0.037475494,39
2.0,1.0,9.0,225.4746,2.0,2007,2.0,1.0,1.0,1346.2476,18.35,0.014103354,17
0.0,0.0,14.0,56.2614,8.0,1997,2.0,0.0,1.0,773.6596,19.6,0.033901442,27
1.0,2.0,6.0,197.211,7.0,2002,2.0,1.0,1.0,3731.809,14.15,0.024454052,22
1.0,2.0,4.0,55.9298,4.0,1985,2.0,0.0,0.0,107.8596,15.3,0.06059223949999999,39
1.0,2.0,13.0,159.0262,5.0,1985,1.0,2.0,3.0,5887.6694,16.450000000000003,0.096730427,39
0.0,0.0,4.0,89.8856,6.0,2004,2.0,1.0,1.0,351.5424,17.6,0.097198194,20
1.0,2.0,6.0,188.4214,2.0,2007,2.0,1.0,1.0,2826.321,19.0,0.066005186,17
1.0,2.0,3.0,228.7352,9.0,1999,1.0,0.0,1.0,5954.9152,8.42,0.030890618,25
1.0,0.0,0.0,195.8136,1.0,1987,0.0,2.0,1.0,2332.9632,9.3,0.028498354,37
1.0,0.0,13.0,213.2902,6.0,2004,2.0,1.0,1.0,4247.804,19.75,0.033883448,20
1.0,0.0,6.0,185.324,1.0,1987,0.0,2.0,1.0,3914.904,6.78,0.066565644,37
2.0,1.0,8.0,116.2492,4.0,1985,2.0,0.0,0.0,115.8492,12.015,0.169943195,39
0.0,0.0,14.0,263.591,7.0,2002,2.0,1.0,1.0,788.973,17.25,0.1273541935,22
1.0,2.0,3.0,215.0218,8.0,1997,2.0,0.0,1.0,1923.4962,15.3,0.084765192,27
1.0,2.0,3.0,168.279,8.0,1997,2.0,0.0,1.0,4074.696,15.7,0.027617046,27
1.0,0.0,13.0,121.7072,6.0,2004,2.0,1.0,1.0,2817.6656,17.85,0.052166995,20
1.0,2.0,4.0,184.2608,5.0,1985,1.0,2.0,3.0,6064.1064,16.575000000000003,0.045313646,39
2.0,1.0,9.0,104.0332,0.0,1998,2.0,2.0,0.0,205.0664,15.3,0.038460297,26
1.0,0.0,6.0,166.9474,7.0,2002,2.0,1.0,1.0,2863.6058,16.25,0.025789175,22
1.0,2.0,3.0,185.1266,1.0,1987,0.0,2.0,1.0,2213.1192,15.0,0.161301097,37
0.0,0.0,7.0,116.1492,7.0,2002,2.0,1.0,1.0,1274.3412,13.85,0.034640466,22
0.0,0.0,4.0,89.1856,5.0,1985,1.0,2.0,3.0,2109.2544,13.825,0.04947378400000001,39
1.0,2.0,6.0,77.3012,9.0,1999,1.0,0.0,1.0,1593.9252,13.8,0.064307102,25
2.0,1.0,9.0,153.9656,3.0,2009,1.0,2.0,2.0,2625.9152,7.475,0.076036381,15
1.0,2.0,5.0,228.601,2.0,2007,2.0,1.0,1.0,4823.721,18.7,0.071091591,17
1.0,0.0,3.0,119.244,0.0,1998,2.0,2.0,0.0,119.844,12.5,0.187841082,26
1.0,0.0,15.0,38.3164,8.0,1997,2.0,0.0,1.0,540.6296,15.85,0.043234574,27
1.0,0.0,6.0,169.5474,5.0,1985,1.0,2.0,3.0,4211.185,18.3,0.026055106,39
1.0,0.0,13.0,161.3578,3.0,2009,1.0,2.0,2.0,4492.8184,20.75,0.109153001,15
2.0,1.0,9.0,168.379,6.0,2004,2.0,1.0,1.0,1188.453,5.82,0.08062523,20
1.0,2.0,6.0,89.8856,0.0,1998,2.0,2.0,0.0,175.7712,5.785,0.0901292,26
1.0,2.0,5.0,195.7768,9.0,1999,1.0,0.0,1.0,4138.6128,13.1,0.098938169,25
1.0,2.0,6.0,225.1088,1.0,1987,0.0,2.0,1.0,3579.3408,10.1,0.065759358,37
2.0,1.0,8.0,192.1162,6.0,2004,2.0,1.0,1.0,3848.324,16.75,0.032580547,20
1.0,0.0,10.0,98.9042,5.0,1985,1.0,2.0,3.0,4960.21,16.925,0.097937252,39
1.0,2.0,6.0,208.5638,9.0,1999,1.0,0.0,1.0,5383.6588,17.1,0.0591645485,25
1.0,0.0,13.0,248.9092,8.0,1997,2.0,0.0,1.0,2241.0828,7.42,0.020391845,27
1.0,0.0,13.0,113.7544,8.0,1997,2.0,0.0,1.0,671.1264,7.51,0.103813029,27
1.0,0.0,3.0,179.6686,4.0,1985,2.0,0.0,0.0,177.7686,11.406666666666666,0.031069203,39
1.0,0.0,13.0,242.417,4.0,1985,2.0,0.0,0.0,486.034,15.303333333333333,0.062294473,39
1.0,2.0,6.0,181.195,6.0,2004,2.0,1.0,1.0,2380.235,19.2,0.022914478,20
1.0,0.0,2.0,99.9358,8.0,1997,2.0,0.0,1.0,201.0716,18.6,0.152058281,27
2.0,1.0,9.0,59.2562,3.0,2009,1.0,2.0,2.0,651.8182,7.105,0.044991294,15
1.0,0.0,0.0,199.8084,2.0,2007,2.0,1.0,1.0,3968.168,4.92,0.046214971,17
1.0,2.0,3.0,221.5798,6.0,2004,2.0,1.0,1.0,4187.2162,11.0,0.13312044,20
2.0,1.0,8.0,84.4224,0.0,1998,2.0,2.0,0.0,170.4448,7.68,0.255348289,26
1.0,0.0,5.0,181.3976,2.0,2007,2.0,1.0,1.0,3078.6592,13.15,0.036879539,17
1.0,2.0,0.0,182.995,3.0,2009,1.0,2.0,2.0,4394.28,7.52,0.044202545,15
1.0,2.0,5.0,162.1236,9.0,1999,1.0,0.0,1.0,2577.9776,8.895,0.137858955,25
1.0,2.0,4.0,126.7704,1.0,1987,0.0,2.0,1.0,2628.5784,4.805,0.037668051,37
1.0,0.0,6.0,112.7886,4.0,1985,2.0,0.0,0.0,222.3772,6.295,0.224837308,39
1.0,0.0,6.0,62.751,3.0,2009,1.0,2.0,2.0,1707.777,7.785,0.089069748,15
1.0,2.0,3.0,86.0224,2.0,2007,2.0,1.0,1.0,1278.336,8.975,0.053027398,17
2.0,1.0,9.0,262.891,5.0,1985,1.0,2.0,3.0,5522.811,9.1375,0.118099673,39
1.0,0.0,5.0,182.9292,2.0,2007,2.0,1.0,1.0,4013.4424,9.3,0.1275615595,17
1.0,0.0,4.0,263.7568,9.0,1999,1.0,0.0,1.0,7646.0472,10.895,0.137023446,25
1.0,2.0,0.0,220.9456,3.0,2009,1.0,2.0,2.0,1768.3648,15.0,0.026950104,15
2.0,1.0,8.0,224.4404,3.0,2009,1.0,2.0,2.0,5626.01,12.15,0.073156458,15
1.0,2.0,6.0,180.3976,1.0,1987,0.0,2.0,1.0,3078.6592,16.7,0.119362812,37
1.0,2.0,13.0,257.3304,3.0,2009,1.0,2.0,2.0,3874.956,15.1,0.067350054,15
2.0,1.0,9.0,157.7972,1.0,1987,0.0,2.0,1.0,1713.7692,8.02,0.058531414500000004,37
1.0,2.0,6.0,78.2644,9.0,1999,1.0,0.0,1.0,1492.7236,19.35,0.049712775,25
1.0,2.0,5.0,119.7466,2.0,2007,2.0,1.0,1.0,4006.7844,20.7,0.122208091,17
1.0,0.0,13.0,147.476,5.0,1985,1.0,2.0,3.0,3368.948,12.645,0.138742518,39
0.0,0.0,14.0,114.586,8.0,1997,2.0,0.0,1.0,1245.046,4.59,0.070780558,27
1.0,0.0,6.0,95.5094,0.0,1998,2.0,2.0,0.0,95.2094,18.1,0.037492325,26
2.0,1.0,8.0,185.1608,9.0,1999,1.0,0.0,1.0,2388.8904,12.85,0.053527105,25
2.0,1.0,8.0,34.0532,2.0,2007,2.0,1.0,1.0,575.2512,16.75,0.076164013,17
1.0,2.0,13.0,154.463,2.0,2007,2.0,1.0,1.0,3755.112,14.85,0.009995002,17
1.0,0.0,0.0,149.1076,7.0,2002,2.0,1.0,1.0,1182.4608,8.235,0.08259502,22
1.0,0.0,2.0,131.3626,1.0,1987,0.0,2.0,1.0,262.3252,6.425,0.063122753,37
1.0,0.0,6.0,83.4908,8.0,1997,2.0,0.0,1.0,1342.2528,6.59,0.105597316,27
1.0,2.0,6.0,247.0092,5.0,1985,1.0,2.0,3.0,5478.2024,6.513333333333334,0.021863506,39
2.0,1.0,8.0,123.0414,5.0,1985,1.0,2.0,3.0,4629.9732,6.4366666666666665,0.063800266,39
2.0,1.0,9.0,163.0526,2.0,2007,2.0,1.0,1.0,1644.526,6.36,0.006012413,17
1.0,2.0,0.0,89.383,2.0,2007,2.0,1.0,1.0,1258.362,17.35,0.063207198,17
2.0,1.0,9.0,90.5146,2.0,2007,2.0,1.0,1.0,729.7168,8.6,0.069809115,17
1.0,0.0,5.0,96.541,3.0,2009,1.0,2.0,2.0,2220.443,17.7,0.011660463,15
1.0,2.0,15.0,171.9448,8.0,1997,2.0,0.0,1.0,3749.7856,7.6,0.142410775,27
0.0,0.0,4.0,48.7718,8.0,1997,2.0,0.0,1.0,236.359,19.6,0.024226902,27
2.0,1.0,9.0,61.3194,5.0,1985,1.0,2.0,3.0,2043.3402,14.450000000000001,0.082440705,39
1.0,0.0,5.0,184.2292,7.0,2002,2.0,1.0,1.0,1641.8628,9.3,0.066918731,22
2.0,1.0,9.0,91.4462,7.0,2002,2.0,1.0,1.0,1943.4702,20.2,0.074390007,22
1.0,2.0,6.0,171.179,8.0,1997,2.0,0.0,1.0,4923.591,11.35,0.005530516,27
1.0,0.0,13.0,90.3146,2.0,2007,2.0,1.0,1.0,2554.0088,16.5,0.028579565,17
2.0,1.0,9.0,165.0842,1.0,1987,0.0,2.0,1.0,2320.9788,17.1,0.038705317,37
1.0,2.0,0.0,53.1298,6.0,2004,2.0,1.0,1.0,808.947,4.88,0.0733549245,20
1.0,0.0,13.0,148.7076,2.0,2007,2.0,1.0,1.0,1330.2684,10.195,0.108004532,17
1.0,2.0,10.0,223.2404,3.0,2009,1.0,2.0,2.0,2475.4444,12.8,0.023626808,15
1.0,0.0,6.0,180.4002,4.0,1985,2.0,0.0,0.0,716.4008,10.425,0.070660449,39
1.0,2.0,6.0,258.5646,3.0,2009,1.0,2.0,2.0,3091.9752,8.05,0.078719835,15
1.0,2.0,13.0,178.0344,3.0,2009,1.0,2.0,2.0,1605.9096,20.6,0.046208155,15
1.0,0.0,10.0,39.9822,3.0,2009,1.0,2.0,2.0,78.5644,6.32,0.012769753,15
1.0,2.0,0.0,131.2626,1.0,1987,0.0,2.0,1.0,3410.2276,5.465,0.048486801,37
1.0,0.0,5.0,226.2062,0.0,1998,2.0,2.0,0.0,677.1186,18.25,0.132596101,26
1.0,2.0,0.0,102.0332,9.0,1999,1.0,0.0,1.0,2050.664,14.5,0.128459481,25
2.0,1.0,9.0,57.5562,3.0,2009,1.0,2.0,2.0,829.5868,15.7,0.161317495,15
2.0,1.0,9.0,166.9184,0.0,1998,2.0,2.0,0.0,660.4736,9.6,0.011211251,26
1.0,2.0,4.0,94.9436,9.0,1999,1.0,0.0,1.0,1229.0668,20.7,0.114294512,25
1.0,0.0,6.0,159.9578,8.0,1997,2.0,0.0,1.0,2727.7826,6.055,0.031103357,27
1.0,0.0,6.0,165.05,8.0,1997,2.0,0.0,1.0,2330.3,5.655,0.085274988,27
1.0,0.0,6.0,186.424,3.0,2009,1.0,2.0,2.0,1304.968,6.78,0.066892471,15
1.0,0.0,4.0,241.3854,4.0,1985,2.0,0.0,0.0,483.3708,6.8225,0.078764059,39
1.0,2.0,5.0,244.4486,2.0,2007,2.0,1.0,1.0,4153.9262,6.865,0.036042939,17
1.0,2.0,13.0,188.4898,0.0,1998,2.0,2.0,0.0,187.0898,6.61,0.04855968,26
1.0,0.0,0.0,120.9756,5.0,1985,1.0,2.0,3.0,3877.6192,9.605,0.082602127,39
2.0,1.0,8.0,121.9414,7.0,2002,2.0,1.0,1.0,1462.0968,12.6,0.064240743,22
1.0,0.0,6.0,160.3578,3.0,2009,1.0,2.0,2.0,1765.0358,6.055,0.031230059,15
2.0,1.0,9.0,188.3898,7.0,2002,2.0,1.0,1.0,3554.7062,20.2,0.100114941,22
1.0,2.0,13.0,168.8816,4.0,1985,2.0,0.0,0.0,167.7816,17.175,0.22417463,39
0.0,0.0,14.0,40.5138,8.0,1997,2.0,0.0,1.0,446.7518,14.15,0.035943717,27
1.0,2.0,2.0,184.4292,1.0,1987,0.0,2.0,1.0,3101.2964,16.5,0.06619442,37
1.0,2.0,6.0,61.0536,6.0,2004,2.0,1.0,1.0,1898.8616,13.3,0.071439051,20
1.0,0.0,13.0,181.7634,9.0,1999,1.0,0.0,1.0,6179.9556,9.195,0.108059141,25
1.0,0.0,5.0,207.5954,5.0,1985,1.0,2.0,3.0,6668.6528,9.0975,0.026216144,39
1.0,0.0,13.0,168.6816,6.0,2004,2.0,1.0,1.0,1342.2528,9.0,0.085938463,20
1.0,2.0,10.0,207.898,6.0,2004,2.0,1.0,1.0,3095.97,15.7,0.008734284,20
2.0,1.0,9.0,128.7336,9.0,1999,1.0,0.0,1.0,2173.1712,18.1,0.049016517,25
1.0,0.0,13.0,59.822,5.0,1985,1.0,2.0,3.0,1677.816,16.9,0.111554381,39
1.0,2.0,13.0,253.1724,9.0,1999,1.0,0.0,1.0,5285.1204,15.7,0.030672457,25
1.0,2.0,10.0,107.1596,1.0,1987,0.0,2.0,1.0,2804.3496,9.195,0.077995641,37
1.0,0.0,5.0,146.6076,5.0,1985,1.0,2.0,3.0,1773.6912,11.5225,0.085715273,39
1.0,2.0,2.0,234.93,7.0,2002,2.0,1.0,1.0,4660.6,13.85,0.056432784,22
2.0,1.0,9.0,61.451,3.0,2009,1.0,2.0,2.0,126.502,20.2,0.066200667,15
1.0,2.0,12.0,172.2764,4.0,1985,2.0,0.0,0.0,171.7764,16.925,0.245542627,39
1.0,2.0,13.0,55.5588,8.0,1997,2.0,0.0,1.0,1603.2464,13.65,0.0127517,27
1.0,2.0,10.0,238.7248,1.0,1987,0.0,2.0,1.0,2133.2232,15.0,0.077949334,37
2.0,1.0,9.0,36.0848,3.0,2009,1.0,2.0,2.0,372.848,10.695,0.064022881,15
1.0,2.0,4.0,109.157,5.0,1985,1.0,2.0,3.0,1867.569,12.3475,0.182407266,39
1.0,2.0,5.0,54.864,3.0,2009,1.0,2.0,2.0,319.584,14.0,0.136328794,15
1.0,0.0,6.0,210.0586,8.0,1997,2.0,0.0,1.0,4221.172,6.655,0.016958832,27
1.0,2.0,3.0,101.199,8.0,1997,2.0,0.0,1.0,1031.99,16.5,0.068125756,27
1.0,2.0,13.0,257.8304,8.0,1997,2.0,0.0,1.0,1808.3128,9.6,0.02734361,27
1.0,2.0,1.0,155.8288,9.0,1999,1.0,0.0,1.0,1099.9016,6.55,0.034658144,25
1.0,0.0,3.0,89.8804,2.0,2007,2.0,1.0,1.0,1102.5648,16.25,0.050249931500000004,17
1.0,2.0,13.0,179.866,1.0,1987,0.0,2.0,1.0,2696.49,15.25,0.065841719,37
1.0,2.0,3.0,174.537,6.0,2004,2.0,1.0,1.0,1235.059,9.695,0.029158763,20
1.0,0.0,5.0,74.7696,4.0,1985,2.0,0.0,0.0,74.5696,12.8475,0.063649582,39
1.0,0.0,4.0,225.0404,8.0,1997,2.0,0.0,1.0,4950.8888,16.0,0.05706009,27
1.0,0.0,1.0,218.3166,0.0,1998,2.0,2.0,0.0,435.4332,15.85,0.11566015,26
1.0,0.0,6.0,98.241,5.0,1985,1.0,2.0,3.0,2220.443,17.35,0.075691713,39
2.0,1.0,9.0,193.9136,9.0,1999,1.0,0.0,1.0,3110.6176,18.85,0.167844438,25
1.0,2.0,0.0,224.5062,7.0,2002,2.0,1.0,1.0,4514.124,6.215,0.049722335,22
1.0,0.0,3.0,167.7132,5.0,1985,1.0,2.0,3.0,3889.6036,9.0075,0.14095631,39
2.0,1.0,8.0,80.8618,9.0,1999,1.0,0.0,1.0,1288.9888,11.8,0.058827557,25
1.0,0.0,6.0,90.3146,3.0,2009,1.0,2.0,2.0,1733.0774,7.325,0.093765794,15
0.0,0.0,7.0,159.2946,9.0,1999,1.0,0.0,1.0,1893.5352,10.5,0.048092816,25
1.0,2.0,6.0,61.9536,7.0,2002,2.0,1.0,1.0,1225.072,15.7,0.018968743,22
1.0,0.0,6.0,124.973,5.0,1985,1.0,2.0,3.0,2463.46,14.35,0.024032484,39
1.0,2.0,13.0,63.4484,7.0,2002,2.0,1.0,1.0,1043.9744,13.0,0.070444232,22
1.0,2.0,13.0,264.491,9.0,1999,1.0,0.0,1.0,6574.775,13.5,0.125469442,25
