Item_Identifier,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Weight_interploate,Item_Visibility_interpolate,Outlet_age
FD,Regular,Fruits and Vegetables,89.8856,OUT010,1998,Small,Tier 3,Grocery Store,175.7712,5.785,0.0901292,26
FD,Regular,Frozen Foods,195.7768,OUT049,1999,Medium,Tier 1,Supermarket Type1,4138.6128,13.1,0.098938169,25
FD,Regular,Fruits and Vegetables,225.1088,OUT013,1987,High,Tier 3,Supermarket Type1,3579.3408,10.1,0.065759358,37
NC,Non-Edible,Health and Hygiene,192.1162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324,16.75,0.032580547,20
FD,Low Fat,Meat,98.9042,OUT027,1985,Medium,Tier 3,Supermarket Type3,4960.21,16.925,0.097937252,39
FD,Regular,Fruits and Vegetables,208.5638,OUT049,1999,Medium,Tier 1,Supermarket Type1,5383.6588,17.1,0.0591645485,25
FD,Low Fat,Snack Foods,248.9092,OUT046,1997,Small,Tier 1,Supermarket Type1,2241.0828,7.42,0.020391845,27
FD,Low Fat,Snack Foods,113.7544,OUT046,1997,Small,Tier 1,Supermarket Type1,671.1264,7.51,0.103813029,27
FD,Low Fat,Canned,179.6686,OUT019,1985,Small,Tier 1,Grocery Store,177.7686,11.406666666666666,0.031069203,39
FD,Low Fat,Snack Foods,242.417,OUT019,1985,Small,Tier 1,Grocery Store,486.034,15.303333333333333,0.062294473,39
FD,Regular,Fruits and Vegetables,181.195,OUT035,2004,Small,Tier 2,Supermarket Type1,2380.235,19.2,0.022914478,20
FD,Low Fat,Breakfast,99.9358,OUT046,1997,Small,Tier 1,Supermarket Type1,201.0716,18.6,0.152058281,27
NC,Non-Edible,Household,59.2562,OUT018,2009,Medium,Tier 3,Supermarket Type2,651.8182,7.105,0.044991294,15
FD,Low Fat,Baking Goods,199.8084,OUT017,2007,Small,Tier 2,Supermarket Type1,3968.168,4.92,0.046214971,17
FD,Regular,Canned,221.5798,OUT035,2004,Small,Tier 2,Supermarket Type1,4187.2162,11.0,0.13312044,20
NC,Non-Edible,Health and Hygiene,84.4224,OUT010,1998,Small,Tier 3,Grocery Store,170.4448,7.68,0.255348289,26
FD,Low Fat,Frozen Foods,181.3976,OUT017,2007,Small,Tier 2,Supermarket Type1,3078.6592,13.15,0.036879539,17
FD,Regular,Baking Goods,182.995,OUT018,2009,Medium,Tier 3,Supermarket Type2,4394.28,7.52,0.044202545,15
FD,Regular,Frozen Foods,162.1236,OUT049,1999,Medium,Tier 1,Supermarket Type1,2577.9776,8.895,0.137858955,25
FD,Regular,Dairy,126.7704,OUT013,1987,High,Tier 3,Supermarket Type1,2628.5784,4.805,0.037668051,37
FD,Low Fat,Fruits and Vegetables,112.7886,OUT019,1985,Small,Tier 1,Grocery Store,222.3772,6.295,0.224837308,39
FD,Low Fat,Fruits and Vegetables,62.751,OUT018,2009,Medium,Tier 3,Supermarket Type2,1707.777,7.785,0.089069748,15
FD,Regular,Canned,86.0224,OUT017,2007,Small,Tier 2,Supermarket Type1,1278.336,8.975,0.053027398,17
NC,Non-Edible,Household,262.891,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.811,9.1375,0.118099673,39
FD,Low Fat,Frozen Foods,182.9292,OUT017,2007,Small,Tier 2,Supermarket Type1,4013.4424,9.3,0.1275615595,17
FD,Low Fat,Dairy,263.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,7646.0472,10.895,0.137023446,25
FD,Regular,Baking Goods,220.9456,OUT018,2009,Medium,Tier 3,Supermarket Type2,1768.3648,15.0,0.026950104,15
NC,Non-Edible,Health and Hygiene,224.4404,OUT018,2009,Medium,Tier 3,Supermarket Type2,5626.01,12.15,0.073156458,15
FD,Regular,Fruits and Vegetables,180.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3078.6592,16.7,0.119362812,37
FD,Regular,Snack Foods,257.3304,OUT018,2009,Medium,Tier 3,Supermarket Type2,3874.956,15.1,0.067350054,15
NC,Non-Edible,Household,157.7972,OUT013,1987,High,Tier 3,Supermarket Type1,1713.7692,8.02,0.058531414500000004,37
FD,Regular,Fruits and Vegetables,78.2644,OUT049,1999,Medium,Tier 1,Supermarket Type1,1492.7236,19.35,0.049712775,25
FD,Regular,Frozen Foods,119.7466,OUT017,2007,Small,Tier 2,Supermarket Type1,4006.7844,20.7,0.122208091,17
FD,Low Fat,Snack Foods,147.476,OUT027,1985,Medium,Tier 3,Supermarket Type3,3368.948,12.645,0.138742518,39
DR,Low Fat,Soft Drinks,114.586,OUT046,1997,Small,Tier 1,Supermarket Type1,1245.046,4.59,0.070780558,27
FD,Low Fat,Fruits and Vegetables,95.5094,OUT010,1998,Small,Tier 3,Grocery Store,95.2094,18.1,0.037492325,26
NC,Non-Edible,Health and Hygiene,185.1608,OUT049,1999,Medium,Tier 1,Supermarket Type1,2388.8904,12.85,0.053527105,25
NC,Non-Edible,Health and Hygiene,34.0532,OUT017,2007,Small,Tier 2,Supermarket Type1,575.2512,16.75,0.076164013,17
FD,Regular,Snack Foods,154.463,OUT017,2007,Small,Tier 2,Supermarket Type1,3755.112,14.85,0.009995002,17
FD,Low Fat,Baking Goods,149.1076,OUT045,2002,Small,Tier 2,Supermarket Type1,1182.4608,8.235,0.08259502,22
FD,Low Fat,Breakfast,131.3626,OUT013,1987,High,Tier 3,Supermarket Type1,262.3252,6.425,0.063122753,37
FD,Low Fat,Fruits and Vegetables,83.4908,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.2528,6.59,0.105597316,27
FD,Regular,Fruits and Vegetables,247.0092,OUT027,1985,Medium,Tier 3,Supermarket Type3,5478.2024,6.513333333333334,0.021863506,39
NC,Non-Edible,Health and Hygiene,123.0414,OUT027,1985,Medium,Tier 3,Supermarket Type3,4629.9732,6.4366666666666665,0.063800266,39
NC,Non-Edible,Household,163.0526,OUT017,2007,Small,Tier 2,Supermarket Type1,1644.526,6.36,0.006012413,17
FD,Regular,Baking Goods,89.383,OUT017,2007,Small,Tier 2,Supermarket Type1,1258.362,17.35,0.063207198,17
NC,Non-Edible,Household,90.5146,OUT017,2007,Small,Tier 2,Supermarket Type1,729.7168,8.6,0.069809115,17
FD,Low Fat,Frozen Foods,96.541,OUT018,2009,Medium,Tier 3,Supermarket Type2,2220.443,17.7,0.011660463,15
FD,Regular,Starchy Foods,171.9448,OUT046,1997,Small,Tier 1,Supermarket Type1,3749.7856,7.6,0.142410775,27
DR,Low Fat,Dairy,48.7718,OUT046,1997,Small,Tier 1,Supermarket Type1,236.359,19.6,0.024226902,27
NC,Non-Edible,Household,61.3194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2043.3402,14.450000000000001,0.082440705,39
FD,Low Fat,Frozen Foods,184.2292,OUT045,2002,Small,Tier 2,Supermarket Type1,1641.8628,9.3,0.066918731,22
NC,Non-Edible,Household,91.4462,OUT045,2002,Small,Tier 2,Supermarket Type1,1943.4702,20.2,0.074390007,22
FD,Regular,Fruits and Vegetables,171.179,OUT046,1997,Small,Tier 1,Supermarket Type1,4923.591,11.35,0.005530516,27
FD,Low Fat,Snack Foods,90.3146,OUT017,2007,Small,Tier 2,Supermarket Type1,2554.0088,16.5,0.028579565,17
NC,Non-Edible,Household,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,2320.9788,17.1,0.038705317,37
FD,Regular,Baking Goods,53.1298,OUT035,2004,Small,Tier 2,Supermarket Type1,808.947,4.88,0.0733549245,20
FD,Low Fat,Snack Foods,148.7076,OUT017,2007,Small,Tier 2,Supermarket Type1,1330.2684,10.195,0.108004532,17
FD,Regular,Meat,223.2404,OUT018,2009,Medium,Tier 3,Supermarket Type2,2475.4444,12.8,0.023626808,15
FD,Low Fat,Fruits and Vegetables,180.4002,OUT019,1985,Small,Tier 1,Grocery Store,716.4008,10.425,0.070660449,39
FD,Regular,Fruits and Vegetables,258.5646,OUT018,2009,Medium,Tier 3,Supermarket Type2,3091.9752,8.05,0.078719835,15
FD,Regular,Snack Foods,178.0344,OUT018,2009,Medium,Tier 3,Supermarket Type2,1605.9096,20.6,0.046208155,15
FD,Low Fat,Meat,39.9822,OUT018,2009,Medium,Tier 3,Supermarket Type2,78.5644,6.32,0.012769753,15
FD,Regular,Baking Goods,131.2626,OUT013,1987,High,Tier 3,Supermarket Type1,3410.2276,5.465,0.048486801,37
FD,Low Fat,Frozen Foods,226.2062,OUT010,1998,Small,Tier 3,Grocery Store,677.1186,18.25,0.132596101,26
FD,Regular,Baking Goods,102.0332,OUT049,1999,Medium,Tier 1,Supermarket Type1,2050.664,14.5,0.128459481,25
NC,Non-Edible,Household,57.5562,OUT018,2009,Medium,Tier 3,Supermarket Type2,829.5868,15.7,0.161317495,15
NC,Non-Edible,Household,166.9184,OUT010,1998,Small,Tier 3,Grocery Store,660.4736,9.6,0.011211251,26
FD,Regular,Dairy,94.9436,OUT049,1999,Medium,Tier 1,Supermarket Type1,1229.0668,20.7,0.114294512,25
FD,Low Fat,Fruits and Vegetables,159.9578,OUT046,1997,Small,Tier 1,Supermarket Type1,2727.7826,6.055,0.031103357,27
FD,Low Fat,Fruits and Vegetables,165.05,OUT046,1997,Small,Tier 1,Supermarket Type1,2330.3,5.655,0.085274988,27
FD,Low Fat,Fruits and Vegetables,186.424,OUT018,2009,Medium,Tier 3,Supermarket Type2,1304.968,6.78,0.066892471,15
FD,Low Fat,Dairy,241.3854,OUT019,1985,Small,Tier 1,Grocery Store,483.3708,6.8225,0.078764059,39
FD,Regular,Frozen Foods,244.4486,OUT017,2007,Small,Tier 2,Supermarket Type1,4153.9262,6.865,0.036042939,17
FD,Regular,Snack Foods,188.4898,OUT010,1998,Small,Tier 3,Grocery Store,187.0898,6.61,0.04855968,26
FD,Low Fat,Baking Goods,120.9756,OUT027,1985,Medium,Tier 3,Supermarket Type3,3877.6192,9.605,0.082602127,39
NC,Non-Edible,Health and Hygiene,121.9414,OUT045,2002,Small,Tier 2,Supermarket Type1,1462.0968,12.6,0.064240743,22
FD,Low Fat,Fruits and Vegetables,160.3578,OUT018,2009,Medium,Tier 3,Supermarket Type2,1765.0358,6.055,0.031230059,15
NC,Non-Edible,Household,188.3898,OUT045,2002,Small,Tier 2,Supermarket Type1,3554.7062,20.2,0.100114941,22
FD,Regular,Snack Foods,168.8816,OUT019,1985,Small,Tier 1,Grocery Store,167.7816,17.175,0.22417463,39
DR,Low Fat,Soft Drinks,40.5138,OUT046,1997,Small,Tier 1,Supermarket Type1,446.7518,14.15,0.035943717,27
FD,Regular,Breakfast,184.4292,OUT013,1987,High,Tier 3,Supermarket Type1,3101.2964,16.5,0.06619442,37
FD,Regular,Fruits and Vegetables,61.0536,OUT035,2004,Small,Tier 2,Supermarket Type1,1898.8616,13.3,0.071439051,20
FD,Low Fat,Snack Foods,181.7634,OUT049,1999,Medium,Tier 1,Supermarket Type1,6179.9556,9.195,0.108059141,25
FD,Low Fat,Frozen Foods,207.5954,OUT027,1985,Medium,Tier 3,Supermarket Type3,6668.6528,9.0975,0.026216144,39
FD,Low Fat,Snack Foods,168.6816,OUT035,2004,Small,Tier 2,Supermarket Type1,1342.2528,9.0,0.085938463,20
FD,Regular,Meat,207.898,OUT035,2004,Small,Tier 2,Supermarket Type1,3095.97,15.7,0.008734284,20
NC,Non-Edible,Household,128.7336,OUT049,1999,Medium,Tier 1,Supermarket Type1,2173.1712,18.1,0.049016517,25
FD,Low Fat,Snack Foods,59.822,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816,16.9,0.111554381,39
FD,Regular,Snack Foods,253.1724,OUT049,1999,Medium,Tier 1,Supermarket Type1,5285.1204,15.7,0.030672457,25
FD,Regular,Meat,107.1596,OUT013,1987,High,Tier 3,Supermarket Type1,2804.3496,9.195,0.077995641,37
FD,Low Fat,Frozen Foods,146.6076,OUT027,1985,Medium,Tier 3,Supermarket Type3,1773.6912,11.5225,0.085715273,39
FD,Regular,Breakfast,234.93,OUT045,2002,Small,Tier 2,Supermarket Type1,4660.6,13.85,0.056432784,22
NC,Non-Edible,Household,61.451,OUT018,2009,Medium,Tier 3,Supermarket Type2,126.502,20.2,0.066200667,15
FD,Regular,Seafood,172.2764,OUT019,1985,Small,Tier 1,Grocery Store,171.7764,16.925,0.245542627,39
FD,Regular,Snack Foods,55.5588,OUT046,1997,Small,Tier 1,Supermarket Type1,1603.2464,13.65,0.0127517,27
FD,Regular,Meat,238.7248,OUT013,1987,High,Tier 3,Supermarket Type1,2133.2232,15.0,0.077949334,37
NC,Non-Edible,Household,36.0848,OUT018,2009,Medium,Tier 3,Supermarket Type2,372.848,10.695,0.064022881,15
FD,Regular,Dairy,109.157,OUT027,1985,Medium,Tier 3,Supermarket Type3,1867.569,12.3475,0.182407266,39
FD,Regular,Frozen Foods,54.864,OUT018,2009,Medium,Tier 3,Supermarket Type2,319.584,14.0,0.136328794,15
FD,Low Fat,Fruits and Vegetables,210.0586,OUT046,1997,Small,Tier 1,Supermarket Type1,4221.172,6.655,0.016958832,27
FD,Regular,Canned,101.199,OUT046,1997,Small,Tier 1,Supermarket Type1,1031.99,16.5,0.068125756,27
FD,Regular,Snack Foods,257.8304,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.3128,9.6,0.02734361,27
FD,Regular,Breads,155.8288,OUT049,1999,Medium,Tier 1,Supermarket Type1,1099.9016,6.55,0.034658144,25
FD,Low Fat,Canned,89.8804,OUT017,2007,Small,Tier 2,Supermarket Type1,1102.5648,16.25,0.050249931500000004,17
FD,Regular,Snack Foods,179.866,OUT013,1987,High,Tier 3,Supermarket Type1,2696.49,15.25,0.065841719,37
FD,Regular,Canned,174.537,OUT035,2004,Small,Tier 2,Supermarket Type1,1235.059,9.695,0.029158763,20
FD,Low Fat,Frozen Foods,74.7696,OUT019,1985,Small,Tier 1,Grocery Store,74.5696,12.8475,0.063649582,39
FD,Low Fat,Dairy,225.0404,OUT046,1997,Small,Tier 1,Supermarket Type1,4950.8888,16.0,0.05706009,27
FD,Low Fat,Breads,218.3166,OUT010,1998,Small,Tier 3,Grocery Store,435.4332,15.85,0.11566015,26
FD,Low Fat,Fruits and Vegetables,98.241,OUT027,1985,Medium,Tier 3,Supermarket Type3,2220.443,17.35,0.075691713,39
NC,Non-Edible,Household,193.9136,OUT049,1999,Medium,Tier 1,Supermarket Type1,3110.6176,18.85,0.167844438,25
FD,Regular,Baking Goods,224.5062,OUT045,2002,Small,Tier 2,Supermarket Type1,4514.124,6.215,0.049722335,22
FD,Low Fat,Canned,167.7132,OUT027,1985,Medium,Tier 3,Supermarket Type3,3889.6036,9.0075,0.14095631,39
NC,Non-Edible,Health and Hygiene,80.8618,OUT049,1999,Medium,Tier 1,Supermarket Type1,1288.9888,11.8,0.058827557,25
FD,Low Fat,Fruits and Vegetables,90.3146,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.0774,7.325,0.093765794,15
DR,Low Fat,Hard Drinks,159.2946,OUT049,1999,Medium,Tier 1,Supermarket Type1,1893.5352,10.5,0.048092816,25
FD,Regular,Fruits and Vegetables,61.9536,OUT045,2002,Small,Tier 2,Supermarket Type1,1225.072,15.7,0.018968743,22
FD,Low Fat,Fruits and Vegetables,124.973,OUT027,1985,Medium,Tier 3,Supermarket Type3,2463.46,14.35,0.024032484,39
FD,Regular,Snack Foods,63.4484,OUT045,2002,Small,Tier 2,Supermarket Type1,1043.9744,13.0,0.070444232,22
FD,Regular,Snack Foods,264.491,OUT049,1999,Medium,Tier 1,Supermarket Type1,6574.775,13.5,0.125469442,25
DR,Low Fat,Soft Drinks,128.9652,OUT018,2009,Medium,Tier 3,Supermarket Type2,1679.1476,6.865,0.01405025,15
FD,Low Fat,Dairy,103.0306,OUT013,1987,High,Tier 3,Supermarket Type1,2404.2038,7.785,0.139436695,37
FD,Regular,Fruits and Vegetables,46.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,972.068,17.7,0.016593506,20
NC,Non-Edible,Household,93.6462,OUT010,1998,Small,Tier 3,Grocery Store,277.6386,20.2,0.124261614,26
FD,Low Fat,Canned,189.5188,OUT046,1997,Small,Tier 1,Supermarket Type1,1904.188,7.855,0.011261165,27
FD,Low Fat,Fruits and Vegetables,45.906,OUT035,2004,Small,Tier 2,Supermarket Type1,419.454,6.36,0.120520818,20
FD,Regular,Snack Foods,229.4352,OUT046,1997,Small,Tier 1,Supermarket Type1,4809.7392,17.0,0.015965308,27
FD,Low Fat,Breads,163.5552,OUT046,1997,Small,Tier 1,Supermarket Type1,1787.0072,5.78,0.096386227,27
FD,Low Fat,Fruits and Vegetables,187.953,OUT045,2002,Small,Tier 2,Supermarket Type1,2656.542,11.5,0.073029341,22
FD,Regular,Fruits and Vegetables,158.1946,OUT027,1985,Medium,Tier 3,Supermarket Type3,6942.9624,14.85,0.043443753,39
FD,Low Fat,Fruits and Vegetables,147.3734,OUT018,2009,Medium,Tier 3,Supermarket Type2,2375.5744,18.2,0.049520593,15
FD,Low Fat,Frozen Foods,223.8062,OUT013,1987,High,Tier 3,Supermarket Type1,4288.4178,18.25,0.079152918,37
FD,Low Fat,Breads,60.4194,OUT013,1987,High,Tier 3,Supermarket Type1,990.7104,12.6,0.048741487,37
FD,Regular,Dairy,195.3794,OUT049,1999,Medium,Tier 1,Supermarket Type1,3511.4292,8.575,0.071958197,25
FD,Low Fat,Fruits and Vegetables,37.719,OUT018,2009,Medium,Tier 3,Supermarket Type2,549.285,18.2,0.162147349,15
FD,Regular,Canned,155.2972,OUT010,1998,Small,Tier 3,Grocery Store,311.5944,8.115,0.05382735,26
FD,Low Fat,Meat,52.4324,OUT045,2002,Small,Tier 2,Supermarket Type1,571.2564,12.65,0.069565759,22
FD,Low Fat,Frozen Foods,40.0454,OUT027,1985,Medium,Tier 3,Supermarket Type3,419.454,10.7125,0.056019324,39
DR,Low Fat,Dairy,41.9428,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.998,8.775,0.109911272,27
FD,Regular,Breads,187.7556,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,5.94,0.029366813,20
FD,Low Fat,Baking Goods,131.5284,OUT035,2004,Small,Tier 2,Supermarket Type1,1581.9408,18.85,0.055347985,20
FD,Regular,Baking Goods,49.2008,OUT013,1987,High,Tier 3,Supermarket Type1,657.8104,9.8,0.1061372965,37
FD,Regular,Fruits and Vegetables,238.3538,OUT017,2007,Small,Tier 2,Supermarket Type1,5528.1374,12.65,0.156926608,17
NC,Non-Edible,Household,149.8366,OUT018,2009,Medium,Tier 3,Supermarket Type2,2267.049,20.7,0.039405676,15
DR,Low Fat,Hard Drinks,55.2614,OUT013,1987,High,Tier 3,Supermarket Type1,718.3982,14.65,0.170176516,37
FD,Low Fat,Frozen Foods,222.8456,OUT027,1985,Medium,Tier 3,Supermarket Type3,7073.4592,15.25,0.033777629,39
FD,Low Fat,Snack Foods,55.8956,OUT018,2009,Medium,Tier 3,Supermarket Type2,491.3604,15.85,0.057546914,15
FD,Regular,Fruits and Vegetables,61.5194,OUT017,2007,Small,Tier 2,Supermarket Type1,1052.6298,17.25,0.160095901,17
FD,Regular,Frozen Foods,87.4856,OUT017,2007,Small,Tier 2,Supermarket Type1,263.6568,16.0,0.099832728,17
FD,Low Fat,Meat,40.2822,OUT046,1997,Small,Tier 1,Supermarket Type1,628.5152,6.32,0.012717946,27
NC,Non-Edible,Household,86.7882,OUT035,2004,Small,Tier 2,Supermarket Type1,1975.4286,6.525,0.090278634,20
FD,Low Fat,Starchy Foods,191.882,OUT013,1987,High,Tier 3,Supermarket Type1,3861.64,6.695,0.0501187875,37
FD,Regular,Snack Foods,157.963,OUT045,2002,Small,Tier 2,Supermarket Type1,2816.334,14.85,0.009958941,22
FD,Low Fat,Frozen Foods,150.7392,OUT049,1999,Medium,Tier 1,Supermarket Type1,3131.9232,17.1,0.032678839,25
FD,Regular,Fruits and Vegetables,115.0176,OUT013,1987,High,Tier 3,Supermarket Type1,4122.6336,10.3,0.055263921,37
FD,Low Fat,Baking Goods,179.166,OUT013,1987,High,Tier 3,Supermarket Type1,3056.022,19.7,0.077849003,37
FD,Regular,Snack Foods,73.5038,OUT049,1999,Medium,Tier 1,Supermarket Type1,1478.076,10.695,0.011443222,25
NC,Non-Edible,Household,177.1054,OUT045,2002,Small,Tier 2,Supermarket Type1,2626.581,7.285,0.031214809,22
NC,Non-Edible,Household,127.3678,OUT018,2009,Medium,Tier 3,Supermarket Type2,3306.3628,17.7,0.051146565,15
FD,Low Fat,Snack Foods,198.0084,OUT049,1999,Medium,Tier 1,Supermarket Type1,793.6336,18.25,0.015302653,25
FD,Regular,Snack Foods,106.7622,OUT010,1998,Small,Tier 3,Grocery Store,211.7244,5.175,0.04937018,26
FD,Low Fat,Baking Goods,148.705,OUT049,1999,Medium,Tier 1,Supermarket Type1,1198.44,5.635,0.14290189050000002,25
FD,Low Fat,Snack Foods,155.5998,OUT010,1998,Small,Tier 3,Grocery Store,153.7998,6.035,0.236433601,26
FD,Low Fat,Meat,191.4846,OUT018,2009,Medium,Tier 3,Supermarket Type2,3057.3536,14.8,0.081372267,15
FD,Regular,Dairy,111.657,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.998,18.25,0.18329488,27
FD,Regular,Dairy,179.4318,OUT018,2009,Medium,Tier 3,Supermarket Type2,360.8636,16.1,0.06358934,15
FD,Low Fat,Dairy,170.4106,OUT018,2009,Medium,Tier 3,Supermarket Type2,513.3318,16.75,0.060792265,15
FD,Regular,Starchy Foods,184.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,4257.1252,17.7,0.079783987,27
NC,Non-Edible,Household,208.927,OUT049,1999,Medium,Tier 1,Supermarket Type1,7130.718,8.88,0.098775709,25
FD,Low Fat,Fruits and Vegetables,38.319,OUT010,1998,Small,Tier 3,Grocery Store,109.857,18.2,0.270300331,26
FD,Low Fat,Dairy,44.9744,OUT013,1987,High,Tier 3,Supermarket Type1,498.0184,11.15,0.119852889,37
FD,Low Fat,Baking Goods,45.3086,OUT017,2007,Small,Tier 2,Supermarket Type1,490.6946,20.0,0.034563936,17
NC,Non-Edible,Household,263.091,OUT013,1987,High,Tier 3,Supermarket Type1,5522.811,7.935,0.031710329,37
FD,Low Fat,Dairy,110.7228,OUT045,2002,Small,Tier 2,Supermarket Type1,1657.842,20.1,0.074778547,22
FD,Regular,Fruits and Vegetables,114.7834,OUT035,2004,Small,Tier 2,Supermarket Type1,3455.502,13.65,0.013035609,20
FD,Regular,Frozen Foods,36.7506,OUT018,2009,Medium,Tier 3,Supermarket Type2,75.9012,6.635,0.046277956,15
FD,Low Fat,Frozen Foods,226.1062,OUT045,2002,Small,Tier 2,Supermarket Type1,6771.186,18.25,0.0793795,22
NC,Non-Edible,Others,66.0142,OUT017,2007,Small,Tier 2,Supermarket Type1,988.713,11.15,0.073783159,17
NC,Non-Edible,Household,185.6608,OUT035,2004,Small,Tier 2,Supermarket Type1,918.804,19.5,0.01572192,20
FD,Low Fat,Snack Foods,148.2076,OUT049,1999,Medium,Tier 1,Supermarket Type1,3399.5748,6.48,0.033952603,25
FD,Regular,Baking Goods,102.7648,OUT013,1987,High,Tier 3,Supermarket Type1,1142.5128,11.15,0.105220024,37
FD,Low Fat,Frozen Foods,125.8678,OUT013,1987,High,Tier 3,Supermarket Type1,3560.6984,5.985,0.095715608,37
NC,Non-Edible,Health and Hygiene,99.3384,OUT017,2007,Small,Tier 2,Supermarket Type1,2759.0752,7.27,0.046822808,17
FD,Regular,Fruits and Vegetables,227.5694,OUT049,1999,Medium,Tier 1,Supermarket Type1,3653.9104,6.78,0.047067684,25
FD,Regular,Frozen Foods,50.7666,OUT018,2009,Medium,Tier 3,Supermarket Type2,512.666,9.195,0.04731256,15
DR,Regular,Soft Drinks,232.8958,OUT013,1987,High,Tier 3,Supermarket Type1,5608.6992,19.5,0.077108099,37
FD,Low Fat,Fruits and Vegetables,83.9908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1426.1436,6.59,0.106027474,15
FD,Low Fat,Fruits and Vegetables,229.601,OUT046,1997,Small,Tier 1,Supermarket Type1,6201.927,7.51,0.01742908,27
NC,Non-Edible,Household,254.1014,OUT019,1985,Small,Tier 1,Grocery Store,255.0014,8.7575,0.073229342,39
FD,Low Fat,Frozen Foods,215.0192,OUT019,1985,Small,Tier 1,Grocery Store,1078.596,10.004999999999999,0.157257637,39
FD,Low Fat,Frozen Foods,55.7298,OUT027,1985,Medium,Tier 3,Supermarket Type3,1024.6662,11.2525,0.039988162,39
FD,Low Fat,Meat,220.0798,OUT035,2004,Small,Tier 2,Supermarket Type1,1322.2788,12.5,0.081119484,20
NC,Non-Edible,Health and Hygiene,123.773,OUT018,2009,Medium,Tier 3,Supermarket Type2,1231.73,17.0,0.052421981,15
NC,Non-Edible,Health and Hygiene,46.4086,OUT027,1985,Medium,Tier 3,Supermarket Type3,2007.387,14.825,0.070791391,39
FD,Low Fat,Meat,53.5324,OUT017,2007,Small,Tier 2,Supermarket Type1,830.9184,12.65,0.069817659,17
FD,Regular,Fruits and Vegetables,82.7592,OUT035,2004,Small,Tier 2,Supermarket Type1,577.9144,12.5,0.109971578,20
FD,Regular,Meat,184.2292,OUT018,2009,Medium,Tier 3,Supermarket Type2,1277.0044,18.7,0.091950972,15
FD,Regular,Canned,218.4798,OUT046,1997,Small,Tier 1,Supermarket Type1,2203.798,11.0,0.133145617,27
NC,Non-Edible,Household,248.6776,OUT019,1985,Small,Tier 1,Grocery Store,495.3552,9.175,0.046609281,39
FD,Low Fat,Fruits and Vegetables,40.5454,OUT045,2002,Small,Tier 2,Supermarket Type1,545.2902,7.35,0.028652919,22
FD,Low Fat,Dairy,264.5568,OUT013,1987,High,Tier 3,Supermarket Type1,5536.7928,10.895,0.136696892,37
FD,Regular,Canned,165.3184,OUT013,1987,High,Tier 3,Supermarket Type1,990.7104,17.2,0.012002075,37
FD,Regular,Baking Goods,83.7934,OUT017,2007,Small,Tier 2,Supermarket Type1,1474.0812,15.5,0.025513973,17
DR,Low Fat,Hard Drinks,229.4694,OUT045,2002,Small,Tier 2,Supermarket Type1,2055.3246,7.905,0.064194304,22
DR,Low Fat,Soft Drinks,45.006,OUT017,2007,Small,Tier 2,Supermarket Type1,792.302,9.8,0.013920032,17
FD,Regular,Frozen Foods,79.2276,OUT018,2009,Medium,Tier 3,Supermarket Type2,649.8208,11.6,0.079251097,15
FD,Regular,Baking Goods,59.422,OUT027,1985,Medium,Tier 3,Supermarket Type3,1078.596,9.675,0.121043709,39
FD,Low Fat,Breads,60.1194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1114.5492,7.75,0.048545853,39
NC,Non-Edible,Household,159.7894,OUT035,2004,Small,Tier 2,Supermarket Type1,1294.3152,5.825,0.091467933,20
FD,Low Fat,Fruits and Vegetables,196.3426,OUT018,2009,Medium,Tier 3,Supermarket Type2,1384.1982,16.35,0.056192078,15
DR,Low Fat,Hard Drinks,141.8128,OUT035,2004,Small,Tier 2,Supermarket Type1,1869.5664,14.7,0.020916223,20
DR,Low Fat,Soft Drinks,141.9154,OUT035,2004,Small,Tier 2,Supermarket Type1,992.7078,11.6,0.0628423795,20
FD,Low Fat,Snack Foods,155.163,OUT013,1987,High,Tier 3,Supermarket Type1,2972.797,16.75,0.104768536,37
FD,Low Fat,Breads,197.2742,OUT013,1987,High,Tier 3,Supermarket Type1,2587.9646,12.5,0.020680499,37
FD,Regular,Dairy,253.0356,OUT010,1998,Small,Tier 3,Grocery Store,254.3356,12.6,0.123727659,26
NC,Non-Edible,Household,117.6124,OUT013,1987,High,Tier 3,Supermarket Type1,3910.9092,12.35,0.163805509,37
